rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested,reviewed_result,reviewed_basis
139,471,openobserve/openobserve,OpenObserve,https://github.com/openobserve/openobserve,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"An observability platform combining logs, metrics, traces, and AI application monitoring.",工程团队在同一观测平台关联应用与 LLM 数据，排查执行故障并维护告警。,"observability, operations, self-hosted",SSO、高级 RBAC、审计等属于 Enterprise；不引用成本倍率或合规保证。,README L37、Why OpenObserve、Enterprise Edition,22047,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
140,509,kortix-ai/suna,Kortix,https://github.com/kortix-ai/suna,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An AI management system with versioned company context, isolated agent sessions, and human-reviewed change requests.",公司共用 Git 里的技能、连接器和知识，智能体在隔离分支工作，通过人工批准的变更请求交付。,"ai-native, collaboration, governance, knowledge",原 Suna；Teams 需开关，邮件/语音实验性；自建与商业组织能力边界需按版本核验。,README L30-36、channels L115、Enterprise & security,20226,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
141,821,NangoHQ/nango,Nango,https://github.com/NangoHQ/nango,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Integration infrastructure for agent tools with per-user authentication, credential proxying, and observable functions.",团队统一处理 SaaS OAuth、连接隔离和重试，让 AI 代表不同用户调用各自授权服务。,"integration, identity, development",Elastic 许可，免费自建功能受限；完整 Cloud/Enterprise 不等于免费源码功能。,README Auth/Proxy/Functions、License L131,12270,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
142,873,wandb/wandb,Weights & Biases Experiments,https://github.com/wandb/wandb,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Experiment tracking tools for recording model runs, datasets, parameters, and metrics.",ML 团队共用实验记录比较模型与参数变化，将数据到生产模型的结果持续追踪。,"mlops, evaluation, experiments",MIT SDK 不代表整个平台免费自建；与已收录 Weave 的 LLM 应用观测分开。,README 定位、Quickstart、Integrations,11256,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
143,876,microsoft/promptflow,Prompt flow,https://github.com/microsoft/promptflow,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"Development tools for executable LLM flows, tracing, dataset evaluation, and CI integration.",团队共同维护提示词与代码流程，把质量评估放进 CI 后再部署，比较改动效果。,"workflow, evaluation, ci",正式多人云协作来自 Azure AI 版本；本地 MIT 工具不等同云工作区。,README L20-32,11244,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
144,1020,databendlabs/databend,Databend,https://github.com/databendlabs/databend,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An analytical data platform with AI retrieval, sandboxed computation, and versioned data branches.",数据与平台团队在共同数据引擎上向智能体提供查询、受控执行和快照实验，减少对生产数据的直接操作。,"data, analytics, infrastructure",Apache 与 Elastic 双重代码边界需按模块确认，不宣称全部开源免费或绝对安全。,README L27-36、control plane、License,9447,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
145,1050,BoundaryML/baml,BAML,https://github.com/BoundaryML/baml,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A typed agent programming toolkit with built-in tests and evaluation support.,工程团队以共用类型、错误和测试约定开发 AI 程序，通过多语言接口接入现有应用。,"development, structured-output, quality",不依据旧印象仅描述提示词 DSL；编译类型约束不保证业务正确。,README 功能列表 L19-29,9200,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
146,1262,guardrails-ai/guardrails,Guardrails AI,https://github.com/guardrails-ai/guardrails,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Composable input and output validators for LLM applications.,团队将输出格式和风险检查写成可复用规则，统一应用质量边界。,"quality, security, development",托管远程推理已宣布停用；验证器迁移 PyPI，不能照旧部署说明推荐。,README L28-40、迁移公告,7436,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
147,1382,repowise-dev/repowise,Repowise,https://github.com/repowise-dev/repowise,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Index code and project history to provide cited answers and change impact.,开发者、评审者与智能体复用同一代码证据，减少重复调查。,"code-intelligence, engineering",RBAC、多租户仍计划中；SSO 等在推出，商业能力不归开源核心。,README L7–11、913–931：索引、组织使用及企业能力状态。,6717,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
148,1453,MaterializeInc/materialize,Materialize,https://github.com/MaterializeInc/materialize,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Maintain fresh SQL views for operational applications and AI context.,数据团队统一提供跨系统实时视图，供 AI/RAG 和业务应用使用。,"data, infrastructure",BSL 1.1 四年后转 Apache；社区版有内存和磁盘额度。,README L7–16、21、124–134：实时集成、AI 上下文及版本许可。,6368,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
149,1481,goodrain/rainbond,Rainbond,https://github.com/goodrain/rainbond,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A container platform for deploying applications and AI workloads.,平台与交付团队统一部署 AI 软件和模型服务，减少基础设施操作负担。,"deployment, platform",AI 编码部署入口 RainSkills 是独立项目；许可证含 Apache 之外条件。,README L28–40、88–89：应用管理、AI 工作负载与团队职责。,6270,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
150,1502,FalkorDB/FalkorDB,FalkorDB,https://github.com/FalkorDB/FalkorDB,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A graph database for knowledge graphs and agent memory.,平台团队为 RAG 和记忆应用共建可查询知识关系层。,"graph, data",SSPLv1，不应写成宽松许可证；多租户隔离未实测。,README L6–7、39–54、434：知识图谱与查询。,6216,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
151,1567,baserow/baserow,Baserow,https://github.com/baserow/baserow,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A no-code database and application platform with an AI assistant.,团队共建业务数据、内部应用与自动化，通过自然语言辅助搭建。,"no-code, teams, data",Premium/Enterprise 不在 MIT 核心范围；合规宣传未独立审计。,README L3–16、21–22：团队应用与 AI 助手、open-core。,5961,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
152,1629,gpustack/gpustack,GPUStack,https://github.com/gpustack/gpustack,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Manage GPU clusters and model-serving infrastructure.,IT 与研发团队统一分配 GPU、提供模型服务并管理用户访问和用量。,"infrastructure, model-serving",GPU 拓扑视图标为 Enterprise；引擎与模型兼容及性能未实测。,README L30–42、48：集群、认证、计量及企业拓扑视图。,5722,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
153,1701,TaskingAI/TaskingAI,TaskingAI,https://github.com/TaskingAI/TaskingAI,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A backend platform for managing models, tools, RAG, and agent sessions.",工程团队统一 AI 后端模块和控制台测试，前端可独立开发。,"agents, platform",使用专属 TaskingAI 许可证；未核验企业权限或一键生产承诺。,README L28–37：BaaS、统一 API、项目与功能管理。,5405,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
154,1718,metalbear-co/mirrord,mirrord,https://github.com/metalbear-co/mirrord,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Run local development processes against Kubernetes service context.,开发者和编码智能体使用相同集群上下文调试，减少重复部署。,"development, kubernetes",数据库分支、队列拆分和预览环境属于付费层；不执行 README 的自动试用指令。,README L13–21、99–101、182–185：本地进程与集群、企业隔离功能。,5334,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
155,1971,memgraph/memgraph,Memgraph,https://github.com/memgraph/memgraph,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A graph database for AI context, memory, and hybrid retrieval.",平台团队统一图关系与向量/全文查询，为共用知识应用供数。,"graph, infrastructure",基础 BSL、企业 MEL；SSO 和细粒度权限属于 Enterprise。,README L36–45、84–90、240–243：图检索、企业访问与许可。,4573,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
156,1999,pydantic/logfire,Pydantic Logfire,https://github.com/pydantic/logfire,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Instrument applications and agents with OpenTelemetry-based observability.,工程团队用统一追踪、指标、日志和 SQL 查询排查 AI 应用问题。,"observability, llmops",本仓库仅 SDK/文档；UI 与服务端闭源，自托管需企业许可。,README L12–28、119：团队观察、LLM 用途和闭源平台边界。,4482,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
157,2029,meta-llama/PurpleLlama,Purple Llama,https://github.com/meta-llama/PurpleLlama,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Tools and evaluations for generative AI safeguards and security testing.,安全和 AI 团队共用输入输出防护与风险评估基准。,"security, evaluation",评估/基准 MIT，模型适用各 Llama Community 许可；不是全量 MIT。 主清单已有其中 Llama Guard；本候选仅评估是否扩展为整个 Purple Llama 工具/评估套件，不重复新增同一防护模型。,README L13–16、22–32、80–88：防护、评估及许可区分。,4401,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
158,2151,deepchecks/deepchecks,Deepchecks,https://github.com/deepchecks/deepchecks,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Validate ML data and models with tests, reports, and monitoring integrations.",ML 与工程团队共同检查测试结果，在 CI 和生产反馈中迭代模型。,"mlops, testing",监控另仓；高级功能商业许可，不能全部算 AGPL 核心。,README Components、L212、263–271：协作测试、监控与许可证。,4056,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
159,2274,vocodedev/vocode-core,Vocode Core,https://github.com/vocodedev/vocode-core,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Build voice-based LLM applications for phone and meeting integrations.,客服与业务开发团队复用语音会话、电话和会议接入组件。,"voice, development",正在招募维护者；库不等于托管坐席平台，通信服务独立。,README L17–27：语音库、电话与 Zoom 示例。,3793,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
160,2310,morphik-org/morphik-core,Morphik Core,https://github.com/morphik-org/morphik-core,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A multimodal retrieval engine for visually rich documents.,团队应用可共用文档存储与检索层，处理图表等视觉上下文。,"documents, search",不是 Morphik 后台业务 AI workers；BSL 源码可见，各版四年后转 Apache。,README L15–27、39、104–109：检索引擎与许可证。,3710,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
161,2334,geekjourneyx/md2wechat-skill,md2wechat,https://github.com/geekjourneyx/md2wechat-skill,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Prepare formatted articles and verified publishing drafts through an agent CLI.,内容团队复用排版与发布前检查，将草稿交运营人员审阅。,"content, automation",Source Available；商业使用需授权，专业 API 单独提供。,README L10–14、27–41、94、281–285：CLI、草稿与许可。,3661,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
162,2341,Dataherald/dataherald,Dataherald,https://github.com/Dataherald/dataherald,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Expose relational data through natural-language SQL services.,业务与数据团队共用问数 API、管理台和 Slack 入口。,"analytics, teams",裸引擎无用户/认证；管理台和 Slack 需 Enterprise 组件，授权细节需另核。,完整 README L26–37：引擎、组织认证层、管理台和 Slackbot。,3648,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
163,2354,butterbase-ai/butterbase,Butterbase,https://github.com/butterbase-ai/butterbase,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"An AI-oriented backend with data, authentication, storage, and agent interfaces.",工程团队共用数据库、RLS 和后端工具，为 AI 应用统一基础接口。,"ai-native, infrastructure",自建不含上游 AI 路由适配、实际计费配额及客户管理面板，需自行实现。,README L36–60、119、What's not in this repo：功能与托管边界。,3618,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
164,2453,google-antigravity/antigravity-sdk-python,Google Antigravity Python SDK,https://github.com/google-antigravity/antigravity-sdk-python,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Build stateful agents using the Antigravity runtime and Gemini.,Python 团队复用代理运行层与状态管理，减少重复编排实现。,"sdk, agents",单独克隆不能运行，需包含编译运行时的 PyPI wheel；仓库许可不代表运行时全部源码公开。,README L3–19、30–55：SDK、企业端点与二进制依赖。,3462,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
165,2730,snyk/agent-scan,Snyk Agent Scan,https://github.com/snyk/agent-scan,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,"Discover and assess agent skills, MCP servers, and related components.",安全团队检查代理工具供应链，并可将结果接入企业集中管理。,"security, governance",会发送脱敏后组件信息至扫描 API，非纯离线；CLI 输出实验性，企业 Evo 独立。,README L8–24、252、280：扫描、企业模式和数据发送。,3075,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
166,2881,event-catalog/eventcatalog,EventCatalog,https://github.com/event-catalog/eventcatalog,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Document architecture and expose it through AI chat and MCP.,团队共同维护服务、消息、决策和 runbook，让人与代理查询同一架构上下文。,"documentation, knowledge",混合许可，付费目录商业授权；不能全部能力写为 MIT 核心。,README L9、55–57、81、100、275–276：文档与 AI 发现。,2903,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
167,2996,git-ai-project/git-ai,Git AI,https://github.com/git-ai-project/git-ai,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Link AI-generated code to agents, models, and prompts in Git.",团队评审时追溯生成意图，按需扩展组织级使用与成本分析。,"provenance, engineering",跨仓统计及安全提示存储属 Teams；squash/rebase 需 Teams 或 CI Actions 保持归因。,README L6、49、164–171、208–209：代码归因和团队版。,2757,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
168,3075,brightdata/brightdata-mcp,Bright Data MCP,https://github.com/brightdata/brightdata-mcp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"Connect agents to web search, extraction, and browser services.",研究与数据团队复用统一网页采集入口，接入知识和分析管道。,"mcp, data",连接器依赖 Bright Data 托管服务，免费额度非永久保证；非整个采集平台开源。,README L8–9、35–38、230：工具范围及共享账户额度。,2655,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
169,3364,uptrain-ai/uptrain,UpTrain,https://github.com/uptrain-ai/uptrain,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Evaluate generative AI outputs and inspect failure causes.,研发团队复用评分和根因分析模板，对比模型与检索方案。,"evaluation, llmops",真人协作功能仍 Coming Soon；模型评分调用可能传出数据。,README L46、54–78、80–85：本地评估和路线图。,2365,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
170,3408,openmeterio/openmeter,OpenMeter,https://github.com/openmeterio/openmeter,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Meter usage and manage entitlements for AI and API products.,工程、运营团队统一模型用量、访问额度和计费依据。,"billing, infrastructure",不是支付处理商、税引擎或完整财务系统，不自带操作 UI。 README 标注发布仍为 Beta，可能有破坏性变更。,README L11–18、35–40：事件计量与计费范围。,2327,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
171,3417,instill-ai/instill-core,Instill Core,https://github.com/instill-ai/instill-core,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Orchestrate unstructured data, AI pipelines, and model services.",平台与数据团队复用资料处理、API 和模型部署链路。,"data, platform",基础平台，具体许可证和组织权限须按模块确认；未安装实测。,README L8、16、28–31：Artifact/Pipeline/Model。,2321,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
172,3526,Infisical/agent-vault,Agent Vault,https://github.com/Infisical/agent-vault,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,Broker API credentials for agents through a controlled proxy.,平台团队集中保管真实凭据，为代理配置服务范围和请求记录。,"security, credentials",默认未匹配域名仍转发，需启用 deny；建议与代理不同主机，EE 与 Agent Proxy 分开。,README L28–39、50、186、247：凭据注入与部署边界。,2243,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
173,3579,mbj/mutant,Mutant,https://github.com/mbj/mutant,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Check Ruby test quality through mutation testing.,研发团队验证 AI 生成测试是否能抓住真实行为变化，辅助评审质量。,"testing, ruby",确定性测试工具非生成式 AI；商业许可证方案需确认，存活变异需人工判断。 README 明确商业使用需按开发者订阅。,README L12–28、许可方案：变异测试。,2193,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
174,3595,beelzebub-labs/beelzebub,Beelzebub,https://github.com/beelzebub-labs/beelzebub,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Run configurable decoys and capture evidence with optional LLM responses.,安全团队收集受控诱饵交互，接入既有日志和调查流程。,"security, observability",团队跨环境协调在托管 Platform；不保证发现所有注入，GPL。,README L17–23、35–39、89：诱饵、MCP 和平台分工。,2181,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
175,3602,BoCloud/folib,FOLib,https://github.com/BoCloud/folib,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Manage software packages, model assets, and agent-facing artifact data.",平台团队统一模型与依赖仓库、同步分发及 MCP 查询入口。,"assets, infrastructure",GPL 描述同时附禁止商业售卖条款，采用前需核对，不称纯标准 GPL。,README L17–22、165–182：供应链、模型和许可声明。,2178,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
176,3674,github/app,GitHub Copilot App,https://github.com/github/app,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Manage agent sessions and review software work across repositories.,研发团队把 issue、计划、代理进度和 PR 检查集中到同一工作台。,"coding, ai-native",应用发布/反馈仓非完整开源代码保证；云端、账号与 BYOK 路径不同。 发布/反馈仓声明 All rights reserved，不能视为完整开源产品。,完整 README L16–22、29、67–73：桌面工作流和许可。,2127,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
177,3776,future-agi/future-agi,Future AGI,https://github.com/future-agi/future-agi,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"Combine evaluation, observability, and guardrails for AI applications.",研发团队集中调查失败、比较评估与运行记录，形成改进闭环。,"evaluation, observability",nightly 早期测试版，Kubernetes/Helm 和 Marketplace 尚未来，SDK 分仓许可独立。,README L13、72、核心功能、295–339：平台和部署。,2044,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
178,3813,spotify/portal-ai-plugins,Spotify Portal AI Plugins,https://github.com/spotify/portal-ai-plugins,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"AI plugins for querying software catalogs, diagnosing services, and invoking Portal actions.",平台团队将服务归属、故障信息和操作入口提供给编码助手。,"ai-native, developer-platform, mcp",依赖 Spotify Portal 和认证；Shunt 当前仅面向 Claude，不是独立开放服务目录。,README 功能：软件目录、service briefings、诊断、操作 dry-run 与确认。,2024,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
179,3830,irinabuht12-oss/google-meta-ads-ga4-mcp,Google Ads + Meta Ads + GA4 MCP,https://github.com/irinabuht12-oss/google-meta-ads-ga4-mcp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A hosted MCP connector for advertising management and analytics across Google Ads, Meta Ads, and GA4.",营销团队统一查询广告表现、归因和活动配置。,"ai-native, mcp, marketing, analytics",文档接入的是 Ryze 托管服务，不能据 MIT 标记推定服务端可完整自托管；含修改广告的工具，未调用。,README 远程 OAuth MCP 及广告、受众、报表工具。,2016,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
180,3854,nottelabs/notte,Notte,https://github.com/nottelabs/notte,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A framework combining scripted browser automation with AI web agents.,自动化团队可将确定性脚本与代理组合成可复用网页流程。,"ai-native, browser-automation, agent-framework",SSPL v1；凭据保险库、托管会话等列在 API 服务部分，不能全算作本地核心能力。,README 区分开源 core 和 API service，支持结构化输出、网页观察与动作。,2003,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
181,3980,databricks-solutions/ai-dev-kit,Databricks AI Dev Kit,https://github.com/databricks-solutions/ai-dev-kit,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Tutorials, patterns, and tooling for AI-assisted development on Databricks.",数据工程团队可复用 Databricks 开发模式和官方代理技能入口。,"ai-native, data-engineering, skills",受 Databricks License 约束；Genie Code 平台功能不等于本仓实现。,README 技能已转到官方 AI Tools，由 CLI 安装；保留开发教程和模式。,1909,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
182,3983,visual-layer/fastdup,fastdup,https://github.com/visual-layer/fastdup,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A tool for analyzing and curating image and video datasets.,视觉团队可统一清洗分析训练素材，减少数据质量问题。,"computer-vision, data-quality, datasets",当前 README 标注 CC BY-NC-ND 4.0；不能因宣传 open-source 就假定商业使用和修改自由。,README 图像视频数据集分析工具与 Python 工作流。,1908,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
183,4057,NVIDIA-AI-Blueprints/video-search-and-summarization,NVIDIA Video Search and Summarization,https://github.com/NVIDIA-AI-Blueprints/video-search-and-summarization,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A reference implementation for video search, visual Q&A, alerts, and summarization.",视觉与运营团队可复用视频检索、事件分析和报告架构。,"ai-native, video, reference-architecture",本地 NIM 需相应开发许可；仓库 Apache 与资产、服务许可分开。,README 视频流/离线分析、参考工作流、NIM 集成。,1873,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
184,4061,sourcery-ai/sourcery,Sourcery,https://github.com/sourcery-ai/sourcery,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,An AI code-review service providing pull-request summaries and inline feedback.,研发团队在 PR 入口获得自动审阅反馈，辅助人工 review。,"ai-native, code-review, github",服务接入仓不证明审阅引擎开源；私有仓需付费方案，代码片段会送模型服务。,README GitHub App、PR 总结和逐行建议。,1869,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
185,4139,monoscope-tech/monoscope,Monoscope,https://github.com/monoscope-tech/monoscope,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"An observability platform with S3-backed telemetry, natural-language queries, and scheduled AI reports.",运维团队统一分析日志、指标与追踪，并定时汇总异常。,"ai-native, observability, devops",AGPL；自托管认证/SSO 需自行配置，不等同云版内置能力。,README S3、自然语言查询、AI agents、邮件报告和 OTel。,1821,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
186,4220,aieditor-team/AiEditor,AiEditor,https://github.com/aieditor-team/AiEditor,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,An embeddable rich-text editor with AI-assisted writing and document features.,团队可在知识库、CMS 和业务系统中复用 AI 编辑能力。,"ai-native, editor, writing, sdk",Pro 专业分页等与核心分开；README 未明确具体许可证，商业授权需查 LICENSE。,README Web Components、AI 核心和文档场景。,1776,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
187,4325,aklivity/zilla,Zilla,https://github.com/aklivity/zilla,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,A multi-protocol gateway for event streams and governed MCP access.,平台团队可统一代理工具端点、身份授权与遥测。,"mcp, gateway, governance",Aklivity Community License 限制独立商业托管；高级 OAuth 和共享状态属 Plus。,README Event/MCP Gateway 和统一路由、授权、schema。,1722,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
188,4339,Safe3/uusec-waf,UUSEC WAF,https://github.com/Safe3/uusec-waf,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A web application firewall using machine-learning and semantic detection engines.,安全运维团队可用于网站/API 流量防护和规则管理。,"security, ai-assisted, waf",防零日、低误报为项目自述，未测试；免费描述不证明完整源码与宽松许可。,README HTTP 异常检测、参数白名单和语义引擎。,1714,,,,,,,,,,False,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。
