rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,source_evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested
171,4273,nimbalyst/nimbalyst,Nimbalyst,https://github.com/nimbalyst/nimbalyst,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A visual coding-agent workspace with editable documents, diff review, and task tracking.",研发团队可整理代理交付文档、任务和代码，逐项接受或拒绝可视化差异。,"ai-native, coding, visual-review",同步服务器是独立项目，不属于本 MIT 仓完整实现；部分 agent provider 为 alpha。,README visual editing、diff review、session kanban 与 collab protocol。,1752,,,,,,,,,,False
172,4407,vercel-labs/openreview,OpenReview,https://github.com/vercel-labs/openreview,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A self-hosted PR review bot with inline suggestions and sandboxed code changes.,研发团队可在 GitHub 评论触发审阅并通过反应选择建议。,"ai-native, code-review, github",Beta，可能破坏性变更；可推送 PR 修改，需配置机器人权限。,README GitHub App、Vercel Sandbox、逐行评论与可恢复 workflow。,1687,,,,,,,,,,False
173,4487,feiskyer/claude-code-settings,Claude Code Skills and Agents,https://github.com/feiskyer/claude-code-settings,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Reusable skills and configurations for research, GitHub workflows, and coding-agent handoffs.",研发团队可复用问题修复、PR 审阅、计划评审和交接流程。,"ai-native, skills, developer-tools",第三方配置，所谓官方 marketplace 指安装机制；手动安装可能覆盖配置，未执行。,README github-fix-issue、github-review-pr、handoff 与多模型配置。,1652,,,,,,,,,,False
174,4581,sandeco/reversa,Reversa,https://github.com/sandeco/reversa,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A framework for extracting traceable specifications from legacy code for agent-driven development.,研发团队可沉淀遗留业务规则、ADR 和模块契约，支持交接与改造。,"ai-native, spec-driven-development, documentation",提取规格需人核验；代理 Teams 不等于组织权限。,README 逆向规格、guided/express、requirements 到 coding 与审计。,1611,,,,,,,,,,False
175,4659,Continuum-AI-Corp/OrcaRouter-Lite,OrcaRouter Lite,https://github.com/Continuum-AI-Corp/OrcaRouter-Lite,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A single-workspace, self-hosted LLM router with automatic provider routing.",小型平台团队可复用模型入口和故障切换。,"llm-gateway, self-hosted, infrastructure",没有多租户/RBAC/SSO/审计控制台，Teams 版尚待推出；Docker 镜像仍 coming soon。,README BYOK、streaming、model auto 与缓存。,1576,,,,,,,,,,False
176,4738,PaperDebugger/paperdebugger,PaperDebugger,https://github.com/PaperDebugger/paperdebugger,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,An Overleaf assistant for research-paper critique and structured revision suggestions.,研究团队可在写作界面获得审阅建议和评论材料。,"ai-native, academic-writing, review",README 只读声明与插入/自动评论功能有张力，不能承诺绝不修改；可靠性仍改善中。,README Overleaf、review/revision、prompt library。,1540,,,,,,,,,,False
177,4794,fynnfluegge/agtx,agtx,https://github.com/fynnfluegge/agtx,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A terminal workspace coordinating coding agents through tasks and shared execution artifacts.,研发团队可跟踪规格、计划、差异与审阅材料的交付流程。,"ai-native, coding, agent-orchestration",共享看板主要供代理；部分容器流程预接受 bypass，不能默认安全。,README shared blackboard、任务依赖、workflows 和移动审阅。,1514,,,,,,,,,,False
178,4801,fujibee/agmsg,agmsg,https://github.com/fujibee/agmsg,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A lightweight messaging layer connecting peer coding-agent sessions.,研发团队可复用跨工具代理交接与审阅通信，减少手工复制。,"ai-native, agent-communication, developer-tools",本地薄传输层，team 指代理组，不提供组织权限或执行隔离。,README SQLite 消息、peer sessions 和可选远程同步。,1512,,,,,,,,,,False
179,4822,fossasia/voxbento,Voxbento,https://github.com/fossasia/voxbento,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,A live-event interpretation platform with interpreter coordination and background transcription.,活动团队可协调同传席位、交接和聊天，并结合转写为参会者提供内容。,"events, collaboration, speech-to-text",主体为真人同传平台，AI 是辅助转写；不应标全自动翻译系统。,README WebRTC 音频、WebSocket booth coordination，架构列 Deepgram/OpenAI/Local 转写。,1502,,,,,,,,,,False
180,4950,superloglabs/superlog,Superlog,https://github.com/superloglabs/superlog,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"An observability workspace for OpenTelemetry signals, incident grouping, and agent-runner integration.",运维团队可集中调试遥测与事件，并接入调查 runtime。,"observability, ai-assisted, incident-management",默认 community runner 仅记录本地事件摘要，不能等同云端自主调查全部能力。,README 社区 Web/API、OTLP、worker、ClickHouse 和 runner interfaces。,1453,,,,,,,,,,False
181,5018,obsei/obsei,Obsei,https://github.com/obsei/obsei,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A low-code pipeline for collecting, analyzing, and routing unstructured feedback.",客服运营团队可把评论/新闻分类、情感和 PII 分析结果投递到工单等系统。,"ai-assisted, automation, customer-feedback",明确 Alpha，master 可破坏性变动；更多媒体类型仍未来方向。,README Observer/Analyzer/Informer 与状态存储。,1427,,,,,,,,,,False
182,5045,kitops-ml/kitops,KitOps,https://github.com/kitops-ml/kitops,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"OCI-based packaging and versioning for AI models, data, and agent assets.",数据科学、开发和 SRE 团队可统一交接不可变 AI 产物并接入签名/发布流程。,"mlops, artifacts, supply-chain",扫描和签名需搭配其他工具；可审计不自动等于合规。,README ModelKit/ModelPack、registry、版本与 CI/CD。,1419,,,,,,,,,,False
183,5230,Jwuthri/Tracely-ai,Tracely,https://github.com/Jwuthri/Tracely-ai,建议审阅,已有明确的真人团队使用证据；补查官方资料后进入用户审阅短名单。,An agent evaluation platform that converts production failures into replayable regression cases and CI gates.,团队在组织/工作区里把真实失败归类成问题、冻结测试，再阻止相同问题进入下一次 PR。,"evaluation, ci, observability, self-hosted",dev 模式无认证，团队应选择对应身份模式；回放不等于真实外部环境所有行为均被覆盖。,README L9-14、Auth & teams L156,1354,2026-09-21T16:20:46.824375+00:00,1354,False,2026-09-16T12:50:46Z,MIT,https://github.com/Jwuthri/Tracely-ai/blob/master/README.md,9f4ef00ea853a6acb5b759b4ef941d0ee84363f0a56df83696bd16508ef858a3,https://github.com/Jwuthri/Tracely-ai/blob/master/LICENSE,34b162cce1e302d4356646b6fd336cddf7b9ab1214f22f546c3e601a4a9d9355,False
184,5269,px0-ai/px0,px0,https://github.com/px0-ai/px0,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A browser-based code-inspection workspace with agent-assisted fixes.,研发团队可审阅代码图与Git差异，并把修改需求交回代理。,"ai-native, code-review, developer-tools",性能宣传未测；部分代理默认自动授权，远程部署需访问控制。,README remote review、引用、diff-to-agent。,1341,,,,,,,,,,False
185,5339,nvk/llm-wiki,nvk LLM Wiki,https://github.com/nvk/llm-wiki,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent-maintained knowledge bases with source tracking, audits, and project handoff exports.",团队可把研究与批准简报转成交付项目，保留来源和交接快照。,"ai-native, knowledge-management, handoff",文件/跨runtime共享不等于成员权限；导出需验证隐私范围。,README ideas→projects、knowledge checkpoints、审计与可复核反馈。,1319,,,,,,,,,,False
186,5375,onvoyage-ai/gtm-engineer-skills,GTM Engineer Skills,https://github.com/onvoyage-ai/gtm-engineer-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Agent workflows producing research, content plans, audits, and marketing artifacts.",增长团队可交接品牌分析、内容简报、图表和网站改进文件。,"ai-native, skills, marketing",不保证搜索排名/AI引用，来源和素材仍需人工复核。,README 按目标产物、source verification和AEO脚本。,1308,,,,,,,,,,False
187,5438,datalayer/jupyter-mcp-server,Jupyter MCP Server,https://github.com/datalayer/jupyter-mcp-server,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,An MCP interface for real-time notebook interaction and local or cloud runtimes.,数据科学团队可让助手操作既有notebook并保留协作内容。,"mcp, notebooks, data-science",托管Datalayer身份/后台运行与开源server区分；代码执行权限取决于runtime。,README notebook管理、协作保存与托管授权。,1285,,,,,,,,,,False
188,5498,better-auth/better-hub,Better Hub,https://github.com/better-auth/better-hub,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A GitHub collaboration interface with AI-assisted pull-request reviews, issue triage, and code navigation.",AI PR 摘要配合行内 diff、审查评论、Issue 分诊和 CI 状态，支持团队交接审查。,"coding, review, collaboration",依托 GitHub 工作流；README 较简短，未验证自建和组织权限细节。,README Why、Features、License,1266,,,,,,,,,,False
189,5549,ChesterRa/cccc,CCCC,https://github.com/ChesterRa/cccc,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Persistent cross-runtime agent coordination with delivery tracking and shared task state.,团队可监督跨机器代理交接和证据轨迹，并配置工作组连接。,"ai-native, agent-communication, workflow",部分runtime自动绕过审批；浏览器admin权限与后台协作grant独立，非默认强沙箱。,README ledger、tracked-send、Connect及独立实例授权。,1250,,,,,,,,,,False
190,5591,coldteadotai/pr-lens,PR Lens,https://github.com/coldteadotai/pr-lens,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,AI-generated architecture and data-flow diagrams for pull-request review.,审阅者可在PR评论中查看变更影响与数据形状。,"ai-native, code-review, visualization",图是辅助解释，需与代码核对；托管服务与skill分开。,README GitHub App/skill、blast radius和嵌套图。,1237,,,,,,,,,,False
191,5606,2akouwu/reverify,Reverify,https://github.com/2akouwu/reverify,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Tools for checking agent claims against artifacts and preserving session handoffs.,工程团队可要求结构/行为结论有工具证据并保留交接记录。,"ai-native, verification, developer-tools",输入集合上的一致不证明全域等价；支持的claim范围有限，非万能事实验证。,README verify、MCP、rollover和behavior_equiv。,1232,,,,,,,,,,False
192,5627,simonw/showboat,Showboat,https://github.com/simonw/showboat,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Executable Markdown demos combining commentary, commands, and recorded outputs.",团队可复跑代理交付证据，辅助PR审阅和交接。,"ai-native, verification, documentation",复跑命令可能有副作用；输出匹配不证明需求全部正确。,README verifier重新执行代码块比对输出。,1229,,,,,,,,,,False
193,5666,hoangnb24/repository-harness,Repository Harness,https://github.com/hoangnb24/repository-harness,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"A repository protocol for agent-readable intent, plans, decisions, and delivery evidence.",团队把共识和验证留在仓库，支持跨会话交接。,"ai-native, team-practices, documentation",明确不是调度器/任务库/runtime；方法需团队执行。,README repository system of record与安全更新器。,1220,,,,,,,,,,False
194,5675,RinDig/Interpretable-Context-Methodology,Interpretable Context Methodology,https://github.com/RinDig/Interpretable-Context-Methodology,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A file-based method for inspectable agent workflows and human checkpoints.,团队可直接审阅阶段输入、契约和交接文件。,"ai-native, team-practices, workflow",方法不是强制编排器，不适合实时多代理紧密通信。,README编号目录、Markdown状态、checkpoints和audit。,1218,,,,,,,,,,False
195,5692,ZHangZHengEric/Sage,Sage Agent Platform,https://github.com/ZHangZHengEric/Sage,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"An agent workspace for recurring tasks, browser workflows, and workplace messaging.",团队可通过企微/飞书/钉钉交付文件和自动化结果。,"ai-native, automation, chatops",local账号不证明完整组织治理，production-ready未实测。,README IM、多入口、定时任务与local account。,1214,,,,,,,,,,False
196,5742,letta-ai/agent-file,Agent File,https://github.com/letta-ai/agent-file,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A portable format for packaging stateful agents, memory, tools, and model settings.",团队可版本化和交接代理状态。,"ai-native, protocol, agent-portability",目前不含archival Passages；跨框架兼容需适配，非全部无缝转移。,README .af schema、checkpoint、export secrets置null。,1199,,,,,,,,,,False
197,5802,CopilotKit/OpenTag,OpenTag (CopilotKit),https://github.com/CopilotKit/OpenTag,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A self-hostable knowledge-work agent for Slack and Teams with connected tools, cited outputs, and write approvals.",在工作线程里处理表格、生成引用简报，创建 Linear 等事项前要求批准，减少跨工具交接。,"ai-native, collaboration, human-in-the-loop",与 Amplift OpenTag 不同；CopilotKit 核心此前未选择，此处为独立应用供再审；个人 Composio 连接仅 Slack，其他渠道仍有规划项。,README L19-30、L47-48、L381-386,1185,,,,,,,,,,False
198,5959,OpenHands/software-agent-sdk,OpenHands Software Agent SDK,https://github.com/OpenHands/software-agent-sdk,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,APIs for building code-working agents with local or ephemeral workspaces.,研发平台团队可集成维护/重构任务与agent server。,"ai-native, sdk, coding",SDK不同于完整OpenHands产品，隔离由部署提供。,README Python/TS/REST、Docker/K8s workspace。,1145,,,,,,,,,,False
199,5994,OpenLAIR/dr-claw,Dr Claw,https://github.com/OpenLAIR/dr-claw,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A self-hosted research workspace spanning literature, experiments, writing, and artifacts.",研究团队可复用项目目录与科研技能，跟踪实验到交付。,"ai-native, research, workspace",Cursor仍计划；科研严谨性/结果需验证，自托管不等于无需模型费用。,READMEfull lifecycle、skills library、项目结构。,1136,,,,,,,,,,False
200,6022,xyTom/coding-tools-mcp,Coding Tools MCP,https://github.com/xyTom/coding-tools-mcp,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A model-neutral coding runtime with workspace-scoped tools and permission modes.,平台团队可统一文件、patch、命令和Git接口。,"mcp, developer-tools, coding",dangerous关闭命令权限门，不等于强系统沙箱；未执行。,README18tools、safe模式和路径边界。,1127,,,,,,,,,,False
