id,repository,url,stars_snapshot,metadata_decision,metadata_reason,metadata_review_basis,source_status,source_review_basis,source_reviewed_at,tested,team_reason,limitations,evidence,source_url,source_sha256,additional_source,related_id
5743,xorbitsai/xorbits,https://github.com/xorbitsai/xorbits,1199,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5744,meziantou/Meziantou.Analyzer,https://github.com/meziantou/Meziantou.Analyzer,1198,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5745,zai-org/CogAgent,https://github.com/zai-org/CogAgent,1198,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5746,6174/comflowy,https://github.com/6174/comflowy,1197,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5747,DeepWisdom/AutoDL,https://github.com/DeepWisdom/AutoDL,1197,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5748,EmbraceAGI/Awesome-AI-GPTs,https://github.com/EmbraceAGI/Awesome-AI-GPTs,1197,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5749,lucidrains/CoCa-pytorch,https://github.com/lucidrains/CoCa-pytorch,1197,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5750,srush/LLM-Training-Puzzles,https://github.com/srush/LLM-Training-Puzzles,1197,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5751,tintinweb/pi-subagents,https://github.com/tintinweb/pi-subagents,1197,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:02.127519+00:00,False,代理开发者可用脚本化编排。,个人runtime扩展；隔离context非OS隔离，nested需opt-in。,README Pi扩展、独立session和Workflow工具。,https://raw.githubusercontent.com/tintinweb/pi-subagents/HEAD/README.md,81c3528ba37852ac36b263db3030a8d39c60749d4d387f8c4f71b5179a409823,,
5752,sair-lab/AirSLAM,https://github.com/sair-lab/AirSLAM,1196,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5753,sozercan/kubectl-ai,https://github.com/sozercan/kubectl-ai,1196,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:02.127520+00:00,False,运维团队可辅助准备测试/开发集群配置。,非其他组织同名工具；apply会改集群，需审阅与权限，未执行。,README自然语言→manifest与kubectl集成。,https://raw.githubusercontent.com/sozercan/kubectl-ai/HEAD/README.md,9f76c5cbcf551b0b6998156e76293e51c9b8ccce9e8f4c8f17dfba835cc97a0b,,
5754,TrafficGuard/typedai,https://github.com/TrafficGuard/typedai,1196,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:02.127523+00:00,False,研发团队可共同使用AI工作流并接入GoogleCloudIAP身份。,更多auth和infra scripts仍coming soon，需具体云部署。,README multi-user/SSO、PRreview和Slack bot。,https://raw.githubusercontent.com/TrafficGuard/typedai/HEAD/README.md,8149218343c067144bfed391048fba539dc34cb04a089bcae0fe83f078c61435,,
5755,clacky-ai/openclacky,https://github.com/clacky-ai/openclacky,1195,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306486+00:00,False,通用个人代理与技能分发。,成本比较报告待公开，不因融资/宣传优先团队目录。,README BYOK、agent和技能售卖。,https://raw.githubusercontent.com/clacky-ai/openclacky/HEAD/README.md,7500d24343e60c16fb7cb6cf09dd4af444cb708376be47b1f26761b72291f4ea,,
5756,microsoft/RecAI,https://github.com/microsoft/RecAI,1195,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5757,paralleldrive/riteway,https://github.com/paralleldrive/riteway,1195,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5758,RevoltDevScript/Revolt-Script,https://github.com/RevoltDevScript/Revolt-Script,1195,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5759,dulikaifazr/Cougar-CLI,https://github.com/dulikaifazr/Cougar-CLI,1194,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306844+00:00,False,个人命令行编程助手。,未见团队共享和治理依据。,README多provider及运行说明。,https://raw.githubusercontent.com/dulikaifazr/Cougar-CLI/HEAD/README.md,08558be3fa7d5c1e75e49e305c468e2ea0618711683e8884be7ed0a4779602e3,,
5760,mlmed/torchxrayvision,https://github.com/mlmed/torchxrayvision,1194,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5761,NVIDIA-AI-IOT/jetracer,https://github.com/NVIDIA-AI-IOT/jetracer,1194,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5762,philipperemy/yolo-9000,https://github.com/philipperemy/yolo-9000,1194,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5763,0xranx/OpenContext,https://github.com/0xranx/OpenContext,1193,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5764,upb-lea/reinforcement_learning_course_materials,https://github.com/upb-lea/reinforcement_learning_course_materials,1193,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5765,wuyoscar/Internal-Safety-Collapse,https://github.com/wuyoscar/Internal-Safety-Collapse,1193,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5766,alexattia/Data-Science-Projects,https://github.com/alexattia/Data-Science-Projects,1192,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5767,altosaar/variational-autoencoder,https://github.com/altosaar/variational-autoencoder,1192,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5768,microsoft/aspire-samples,https://github.com/microsoft/aspire-samples,1192,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306847+00:00,False,团队多语言/AI集成学习。,不作为Aspire或AI产品重复条目。,README分场景官方samples。,https://raw.githubusercontent.com/microsoft/aspire-samples/HEAD/README.md,b1578170d9a169962d34879384071ec559d1a377adbc83ef548591394f49ff34,,
5769,polterguy/magic,https://github.com/polterguy/magic,1192,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306853+00:00,False,团队可构建内部后台并按角色给代理业务操作权限。,托管代码生成器独立且未来定价待定；sandbox安全宣传未验证。,README full-stack、Hyperlambda、MCP和jobs。,https://raw.githubusercontent.com/polterguy/magic/HEAD/README.md,c1648b1be4df23a9a191e8267cee091bd41cff13aaee5ba9d57fe39866f7b8e8,,
5770,FunnyWolf/agentic-soc-platform,https://github.com/FunnyWolf/agentic-soc-platform,1191,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306856+00:00,False,安全团队在统一案件中共享SIEM数据、情报和调查报告。,模型配置影响数据流；全本地部署不自动保证外部LLM不收数据。,README case/playbook、LDAP、角色、Inbox和audit。,https://raw.githubusercontent.com/FunnyWolf/agentic-soc-platform/HEAD/README.md,2068919e4b073fe1ef5ec86bd34c6cdbdfd1e6f22a520e6c1bd052006cbb0b79,,
5771,googleapis/go-genai,https://github.com/googleapis/go-genai,1191,需去重核验,可能是已有项目的改名、组件、镜像或衍生入口，需核对后避免重复收录。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306858+00:00,False,Go团队复用模型接口。,GenerateVideos有major迁移预告，需固定兼容版本；非协作成品。,README Gemini Developer/Enterprise与Interactions。,https://raw.githubusercontent.com/googleapis/go-genai/HEAD/README.md,2b979f8f089580b0ae6bfe15472ab48e10ebe2132d87bd76e8698426f413bfc9,,
5772,i365dev/free4chat,https://github.com/i365dev/free4chat,1191,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306864+00:00,False,团队可短时共享任务、媒体和产物，保留各参与者原有执行边界。,明确实验testbed，无永久workspace；短时房间不代替组织身份治理。,READMEHuman↔Human/Agent、Room、Task和approval。,https://raw.githubusercontent.com/i365dev/free4chat/HEAD/README.md,72320061c5bc895e7f78f867a03c8b7930d1aa280e24990df04e0c1f04bcb2fc,,
5773,samwit/llm-tutorials,https://github.com/samwit/llm-tutorials,1191,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306867+00:00,False,教学资源。,根说明极短，非独立产品。,README作者YouTube教程集合。,https://raw.githubusercontent.com/samwit/llm-tutorials/HEAD/README.md,57abd955144d2869ada4c4c83881396bd90c0aaebea65039b83e78ba5e2ed984,,
5774,yjacquin/fast-mcp,https://github.com/yjacquin/fast-mcp,1191,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306869+00:00,False,Rails/Rack团队可统一把现有工具资源提供给助手。,非Python同名FastMCP；权限要由应用正确配置。,README validation、auth、dynamic filtering与transports。,https://raw.githubusercontent.com/yjacquin/fast-mcp/HEAD/README.md,3a88150b81ca5d38c727cf532a745da10637ce7e06ff484f8b6c703c9c4e3c4d,,
5775,0xSojalSec/LLMs-local,https://github.com/0xSojalSec/LLMs-local,1190,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5776,aws/deep-learning-containers,https://github.com/aws/deep-learning-containers,1190,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5777,dafish-ai/NTU-Machine-learning,https://github.com/dafish-ai/NTU-Machine-learning,1190,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5778,dreddnafious/thereisnospoon,https://github.com/dreddnafious/thereisnospoon,1190,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5779,intoli/user-agents,https://github.com/intoli/user-agents,1190,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5780,peng-zhihui/A-Eye,https://github.com/peng-zhihui/A-Eye,1190,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5781,Shanyin-ai/shanyin-screenwriting-master,https://github.com/Shanyin-ai/shanyin-screenwriting-master,1190,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5782,TheAlgorithms/R,https://github.com/TheAlgorithms/R,1190,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5783,aliyun/SimAI,https://github.com/aliyun/SimAI,1189,待README核验,无简介，需查源文。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306872+00:00,False,基础设施团队可比较分布式拓扑与推理资源配置。,模拟非实测；SimCCL/SimAI-CLEM另仓，适用条件需校准。,README inference simulation、KVcache、prefill/decode和CCL。,https://raw.githubusercontent.com/aliyun/SimAI/HEAD/README.md,c9dae7ba10cf20fad4c6b43583188ebbda9d7e6de63656faccf2041a3d71375b,,
5784,alookai/alook,https://github.com/alookai/alook,1189,待README核验,明确人类与智能体房间，优先核验多人权限和协作。,逐项阅读缓存的仓库名称与完整简介,candidate,README 全文,2026-09-21T04:41:02.402455+00:00,False,邀请同事进服务器、频道或私信，通过固定身份共同访问本地编码智能体，跨设备延续对话。,自带已有智能体和模型服务；项目不供应或托管模型，未验证强多租户隔离。,README What is Alook、Features、Bring Your Own Agent,https://raw.githubusercontent.com/alookai/alook/HEAD/README.md,7f3030e6e9ff69c4bbb4faf2dd32100b574cfeb40cbe19795cdcd19f5fb6921c,,
5785,huggingface/llm.nvim,https://github.com/huggingface/llm.nvim,1189,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5786,kennethleungty/Neural-Network-Architecture-Diagrams,https://github.com/kennethleungty/Neural-Network-Architecture-Diagrams,1189,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5787,austin-weeks/miasma,https://github.com/austin-weeks/miasma,1188,范围不优先：通用软件,主要为通用软件或基础设施，AI检索命中未体现足够具体的团队AI工作场景。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5788,madox2/vim-ai,https://github.com/madox2/vim-ai,1188,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5789,polyuiislab/infiAgent,https://github.com/polyuiislab/infiAgent,1188,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306875+00:00,False,开发团队可复用长流程恢复、模型故障切换和并发经验存储。,桌面/市场已移出本仓；无限运行和无损上下文宣传未验证。,README backend-only迁移、atomic persistence与SDK。,https://raw.githubusercontent.com/polyuiislab/infiAgent/HEAD/README.md,833af96af31188d22b864107561c8bdddfd058ceb5da34282e11500c92853068,,
5790,composio-community/secure-openclaw,https://github.com/composio-community/secure-openclaw,1187,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5791,deepseek-ai/profile-data,https://github.com/deepseek-ai/profile-data,1187,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5792,HiveNexus/HiveChat,https://github.com/HiveNexus/HiveChat,1187,待README核验,明确面向中小团队的 AI 聊天，优先核验。,逐项阅读缓存的仓库名称与完整简介,candidate,README 功能、管理和版本说明段落,2026-09-21T05:38:21.742607+00:00,False,管理员一次配置模型，按成员分组控制模型访问和月度 Token 限额，可对接企微、钉钉、飞书登录。,多租户明确出现在 Cloud 版说明，不能据此推断自建版也支持；未实测第三方登录。,README 功能概览 L9-23、后台管理 L52-54、Cloud 说明 L76-77,https://raw.githubusercontent.com/HiveNexus/HiveChat/HEAD/README.md,2f425cceae317cbf16716ff375a7cf280b01d18295e8377589c53371ffd57f6f,,
5793,ScholarXIV/OpenScholarXIV,https://github.com/ScholarXIV/OpenScholarXIV,1187,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306879+00:00,False,个人论文阅读助手。,分享论文不等于团队文献协作平台。,README arXiv搜索、摘要、收藏和Gemini。,https://raw.githubusercontent.com/ScholarXIV/OpenScholarXIV/HEAD/README.md,0ce1f4caa2e04790e01b0b7bb0a319586ec931e16f56d65c3e0fca64a7637672,,
5794,soniqo/speech-swift,https://github.com/soniqo/speech-swift,1187,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5795,togethercomputer/together-cookbook,https://github.com/togethercomputer/together-cookbook,1187,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306882+00:00,False,团队模型应用示例。,托管模型服务与示例源码分开。,README官方代码/指南，需TogetherAPI。,https://raw.githubusercontent.com/togethercomputer/together-cookbook/HEAD/README.md,c0590a2021c5c265885a201162d5e651e5dd06d27b728d81914537c7079369d1,,
5796,datawhalechina/zero-to-sglang,https://github.com/datawhalechina/zero-to-sglang,1186,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5797,fmaclen/hollama,https://github.com/fmaclen/hollama,1186,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5798,Ido-Levi/Hephaestus,https://github.com/Ido-Levi/Hephaestus,1186,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306883+00:00,False,动态代理流程开发参考。,Alpha，生产级措辞未实测；AGPL。,README五类dev workflow。,https://raw.githubusercontent.com/Ido-Levi/Hephaestus/HEAD/README.md,40989cbf0a32311d84e5c0c3e2708fbde05a40ea9cf87c2e73e9338f1ea08b6e,,
5799,kavgan/nlp-in-practice,https://github.com/kavgan/nlp-in-practice,1186,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5800,stephenschoettler/hermes-lcm,https://github.com/stephenschoettler/hermes-lcm,1186,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306886+00:00,False,个人代理上下文连续性增强。,lossless指保留原文，不保证压缩后决策无损；依赖Hermes。,README SQLite DAG、原消息保留、细节恢复。,https://raw.githubusercontent.com/stephenschoettler/hermes-lcm/HEAD/README.md,ec6a734c4f9378664309df4103feb5bbd1bb4b0a45d21320f8dafff4c076775c,,
5801,chakki-works/seqeval,https://github.com/chakki-works/seqeval,1185,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5802,CopilotKit/OpenTag,https://github.com/CopilotKit/OpenTag,1185,待README核验,CopilotKit 之前未选择，但此仓库是独立值班分诊应用；保留核验并明确关系。,逐项阅读缓存的仓库名称与完整简介,candidate,README 场景、平台及认证边界节选,2026-09-21T05:58:01.141297+00:00,False,在工作线程里处理表格、生成引用简报，创建 Linear 等事项前要求批准，减少跨工具交接。,与 Amplift OpenTag 不同；CopilotKit 核心此前未选择，此处为独立应用供再审；个人 Composio 连接仅 Slack，其他渠道仍有规划项。,README L19-30、L47-48、L381-386,https://raw.githubusercontent.com/CopilotKit/OpenTag/HEAD/README.md,a7dd84a9d60b022748d6318ea926eb505837dde532d1e939c053d96129e67e50,,
5803,frank890417/taiwan-md,https://github.com/frank890417/taiwan-md,1185,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5804,functime-org/functime,https://github.com/functime-org/functime,1185,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5805,Oxen-AI/Oxen,https://github.com/Oxen-AI/Oxen,1185,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306888+00:00,False,ML团队通过共享server同步数据版本，支持重现实验与交接。,大规模性能未测，权限需按部署配置。,README git式CLI、server、Python/API和team sync。,https://raw.githubusercontent.com/Oxen-AI/Oxen/HEAD/README.md,3ebc7861f9c19c87b64199761946563cf7bb204ea915d4e5ad2ae189379c6611,,
5806,jankrepl/deepdow,https://github.com/jankrepl/deepdow,1184,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5807,THUYimingLi/backdoor-learning-resources,https://github.com/THUYimingLi/backdoor-learning-resources,1184,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5808,1943time/inkdown,https://github.com/1943time/inkdown,1183,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5809,HyperGAN/HyperGAN,https://github.com/HyperGAN/HyperGAN,1183,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5810,todo-for-ai/todo-for-ai,https://github.com/todo-for-ai/todo-for-ai,1183,待README核验,明确项目、任务和团队协作，优先核验。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306889+00:00,False,团队成员和代理同步项目任务并保留人工监督。,企业安全/合规宣传未验证，需核查具体权限。,READMEreal-time humans/agents、项目洞察和task管理。,https://raw.githubusercontent.com/todo-for-ai/todo-for-ai/HEAD/README.md,4eb3ddbc0cbbc865aafeadeab40f23fae0d85bffca8ab19c74a8bc148bf69f3a,,
5811,volcengine/SearchCLI,https://github.com/volcengine/SearchCLI,1183,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306891+00:00,False,团队可复用数据接入、质量调优与验证流程。,CLI开放不等于云检索服务开源或免费。,READMEdry-run、confirmation、read-after-write和Viking skills。,https://raw.githubusercontent.com/volcengine/SearchCLI/HEAD/README.md,05d0c64379f4e12b64e6c4f1f4ca3e287efe84f5aab037cfcf7e07532f53ded2,,
5812,xemle/home-gallery,https://github.com/xemle/home-gallery,1183,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5813,agiresearch/A-mem,https://github.com/agiresearch/A-mem,1182,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5814,harvitronix/five-video-classification-methods,https://github.com/harvitronix/five-video-classification-methods,1182,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
5815,keinsaasforever/better-chatbot,https://github.com/keinsaasforever/better-chatbot,1182,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,官方 README 定位、功能和边界段落；全文另存，未安装实测,2026-09-21T15:47:57.306896+00:00,False,团队可复用助手和工具配置并按可见性使用。,文档协同编辑/S3仍规划；免费层不等于无限容量。,README collaboration、multiuser测试与automation。,https://raw.githubusercontent.com/keinsaasforever/better-chatbot/HEAD/README.md,9b1a42b7548d8a7dc1a8ef3087054593ecdf20b845e5dc6330ddd2abea8ca0ba,,
5816,lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,1182,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
