rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,source_evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested,live_errors
172,5772,i365dev/free4chat,Free4Chat,https://github.com/i365dev/free4chat,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,Temporary collaboration rooms for humans and independently owned agents.,团队可短时共享任务、媒体和产物，保留各参与者原有执行边界。,"ai-native, collaboration, human-in-the-loop",明确实验testbed，无永久workspace；短时房间不代替组织身份治理。,READMEHuman↔Human/Agent、Room、Task和approval。,1191,,,,,,,,,,False,
173,5770,FunnyWolf/agentic-soc-platform,Agentic SOC Platform,https://github.com/FunnyWolf/agentic-soc-platform,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"A security-operations platform with AI investigations, cases, and team governance.",安全团队在统一案件中共享SIEM数据、情报和调查报告。,"ai-native, security, soc, collaboration",README 声明 MIT，但官方 license API 未返回许可证，根目录也无 LICENSE；暂未确认实际授权文件，保留待核。外部模型数据流需按配置检查。,README case/playbook、LDAP、角色、Inbox和audit。；2026-09-22 官方 contents API 根目录无 LICENSE,1191,2026-09-21T16:23:17.316899+00:00,1191,False,2026-08-05T15:50:31Z,README 声明 MIT；许可证文件待确认,https://github.com/FunnyWolf/agentic-soc-platform/blob/master/README.md,2068919e4b073fe1ef5ec86bd34c6cdbdfd1e6f22a520e6c1bd052006cbb0b79,,,False,"license: Command '['gh', 'api', 'https://api.github.com/repos/FunnyWolf/agentic-soc-platform/license']' returned non-zero exit status 1."
174,5822,Aaronontheweb/dotnet-skills,.NET Skills,https://github.com/Aaronontheweb/dotnet-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Reusable .NET engineering skills for coding assistants.,团队统一C#/EF/Akka/测试和共享工具约定。,"ai-native, skills, dotnet",专门agents只含Claude插件，Codex只有skills；效果未测。,README30skills、local-tools与测试。,1180,,,,,,,,,,False,
175,5843,yashab-cyber/HackGpt,HackGPT,https://github.com/yashab-cyber/HackGpt,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,An AI-assisted security-assessment platform with reporting and access-control features.,安全团队可统一调查报告、角色及审计。,"ai-native, security, audit",大规模企业级/零日能力未经测试；MIT附企业条款需核对，未执行攻击。,README RBAC/LDAP、SOC解析和报告。,1175,,,,,,,,,,False,
176,5861,ENTERPILOT/GoModel,GoModel,https://github.com/ENTERPILOT/GoModel,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,"An AI gateway with routing, budgets, caching, and scoped usage controls.",平台团队可按用户/团队/key分配预算并观测调用。,"llm-gateway, governance, cost-management",OIDC等Pro商业；对竞品和最快的断言未验证，不引用。,README budgets、userpaths、versioned policies和OTel。,1170,,,,,,,,,,False,
177,5895,itsmostafa/aws-agent-skills,AWS Agent Skills,https://github.com/itsmostafa/aws-agent-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Reusable AWS engineering guidance for coding agents.,云团队可共享IaC、IAM和排障模式。,"ai-native, skills, aws",社区非AWS官方；自动更新不保证时效与正确性。,README18服务域、知识库与每周文档检查。,1159,,,,,,,,,,False,
178,5911,RchGrav/claudebox,ClaudeBox,https://github.com/RchGrav/claudebox,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A reproducible Docker development environment for coding agents.,研发团队可共享语言profile和网络allowlist配置。,"ai-native, developer-environment, sandbox",Docker隔离取决于挂载/权限，不是绝对安全。,README项目独立镜像/auth/history与MCP。,1155,,,,,,,,,,False,
179,5921,strands-agents/agent-sop,Agent SOP,https://github.com/strands-agents/agent-sop,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A Markdown format and workflows for reusable agent operating procedures.,团队可共享参数化目标、约束和多步骤方法。,"ai-native, team-practices, workflow",自然语言MUST不是技术强制控制。,README跨AI系统/teams、RFC2119与inputs。,1154,,,,,,,,,,False,
180,5957,chaxiu/munk-ai,Munk AI,https://github.com/chaxiu/munk-ai,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A local-first testing engine for mobile and web applications.,开发/QA团队可共享自然语言验收与设备反馈。,"ai-native, testing, mobile",Linux/Windows beta；iOS仅macOS，不等于各平台同等支持。,README visual planning、device execution和知识积累。,1145,,,,,,,,,,False,
181,5990,brycewang-stanford/Awesome-Journal-Skills,Awesome Journal Skills,https://github.com/brycewang-stanford/Awesome-Journal-Skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Venue-oriented research and submission skills with source maps and review workflows.,科研团队可共享投稿要求检查与论文修订流程。,"ai-native, skills, academic-writing",机构关联与绩效未独立验证；规则需以期刊最新官网为准，不保证录用。,README期刊packs、source-map、selection与研究工具。,1137,,,,,,,,,,False,
182,5997,withkynam/vibecode-pro-max-kit,Vibecode Pro Max Kit,https://github.com/withkynam/vibecode-pro-max-kit,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A plan-first coding workflow kit with shared specifications and verification gates.,团队可共享计划、规格、审阅文件和项目记忆。,"ai-native, skills, team-practices",自动质量声明未测；安装保留文件有vc命名冲突例外。,README七阶段、hooks和team files。,1134,,,,,,,,,,False,
183,6011,dpearson2699/swift-ios-skills,Swift iOS Skills,https://github.com/dpearson2699/swift-ios-skills,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,Reusable agent guidance for modern Swift and Apple-platform development.,移动团队可共享框架用法与开发约定。,"ai-native, skills, swift",PolyForm Perimeter；部分框架beta，目标iOS26+不适合直接套旧平台。,README86独立skills、团队分享。,1129,,,,,,,,,,False,
184,6025,KroMiose/nekro-agent,Nekro Agent,https://github.com/KroMiose/nekro-agent,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,An extensible chat and execution bot using containerized code and plugins.,团队可复用机器人事件/工具集成和共享插件。,"ai-native, chatops, automation",自定义Apache许可，结构化MCP管理预览；云社区不等于成员权限。,README代码沙盒、RPC、插件、事件订阅。,1125,,,,,,,,,,False,
185,6102,BagelHole/DevOps-Security-Agent-Skills,DevOps Security Agent Skills,https://github.com/BagelHole/DevOps-Security-Agent-Skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Reusable infrastructure, security, and AI-engineering skills.",运维团队可共享编码代理guardrails、平台/模型治理方法。,"ai-native, skills, devops, security",技能不等于专家能力或合规认证，未执行。,README领域目录、team环境和MCP安全。,1108,,,,,,,,,,False,
186,6108,prompt-security/clawsec,ClawSec,https://github.com/prompt-security/clawsec,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,Security skills and signed advisories for agent-runtime configuration and installs.,团队可复用技能来源检查、漂移检测与安装审批。,"ai-native, security, skills",AGPL；装包不等于启用持久hook，可选保护另装。,README signed trustset、guarded installer与runtime matrix。,1107,,,,,,,,,,False,
187,6139,Emiyaaaaa/HiveMind,Hivemind Runtime,https://github.com/Emiyaaaaa/HiveMind,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A persistent agent-service runtime with events and tenant-scoped access controls.,平台团队可统一不同编排框架的运行、工具记录和审计。,"ai-native, agent-runtime, multi-tenant",LICENSE 采用指向官方 Apache-2.0 的短声明，API 未自动识别；不是与前两项相同的条文改写。定位 runtime，RBAC/OIDC 需要部署集成，转工程组件。,README ordered runs、RBAC/APIkey/OIDC。,1100,2026-09-21T16:23:17.542840+00:00,1101,False,2026-09-21T09:33:57Z,Apache-2.0 短声明（API 未识别）,https://github.com/Emiyaaaaa/HiveMind/blob/main/README.md,6c2886d6c1028e3f373afeff911eb7db0a0a7e7f77b471f9c1945bb0509998d5,https://github.com/Emiyaaaaa/HiveMind/blob/main/LICENSE,fba4af2e1e307b5b857f569148e71a33b3ba042eb3c83f73aa0d3450077f8d11,False,
188,6204,StreetLamb/tribe,Tribe,https://github.com/StreetLamb/tribe,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,A low-code multi-agent builder with user tenancy and tool-approval checkpoints.,团队可共用平台构建流程并审批工具调用。,"ai-native, low-code, multi-user",有多用户/多租户文档证据，但 team 多指代理组；最近推送 2025-10-27，近一年无推送，维护与部署兼容性待核。,READMEMulti-Tenancy、public API与HITL。,1084,2026-09-21T16:23:17.898941+00:00,1084,False,2025-10-27T07:30:01Z,MIT,https://github.com/StreetLamb/tribe/blob/master/README.md,667858229e43985b2dd36c716ccebc0bee9adff7146d228bf6f5a6de550af85b,https://github.com/StreetLamb/tribe/blob/master/LICENSE,02638e51c34a30040e78e747d0442c7e5493a1a42e53e0015769a44a96aca0da,False,
189,6222,vigolium/vigolium,Vigolium,https://github.com/vigolium/vigolium,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A scanner combining deterministic checks with agentic code and target analysis.,安全团队可统一扫描发现和变更审计schema。,"ai-native, security, code-audit",自主测试需限定授权，模块数量非有效性证明；未执行。,README native/agentic、source drivers与dedup。,1080,,,,,,,,,,False,
190,6235,gamedev-skills/awesome-gamedev-agent-skills,GameDev Agent Skills,https://github.com/gamedev-skills/awesome-gamedev-agent-skills,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"Cross-engine skills for game development, assets, and release workflows.",游戏团队可共享引擎规范、美术方向和交付清单。,"ai-native, skills, game-development",数量文字有旧新不一致，版本需按支持表，未验证质量。,README10引擎、router、asset families和版本baseline。,1076,,,,,,,,,,False,
191,6242,microsoft/agentrc,AgentRC,https://github.com/microsoft/agentrc,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"A tool for generating, evaluating, and maintaining coding-agent project context.",团队可在CI检查规范漂移并通过APM分发共享资产。,"ai-native, context-engineering, team-practices",实验性，APM组织审计为配套工具，不全属AgentRC。,READMEmeasure/generate/maintain和team package。,1075,,,,,,,,,,False,
192,6258,valkor-ai/loom,Loom Delivery Harness,https://github.com/valkor-ai/loom,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,"A delivery harness routing coding agents through context, review, and verification.",团队可共享交付方法与按任务加载的技术参考。,"ai-native, agent-harness, software-delivery",不是录屏产品Loom；效果和跨host行为未测。,README delivery harness、build/usecases和context routing。,1073,,,,,,,,,,False,
193,6263,Lazarus-AI/clearwing,Clearwing,https://github.com/Lazarus-AI/clearwing,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,A dual-mode AI security tool for network testing and source-code investigation.,安全团队可复用人工授权、发现记录和代码审计。,"ai-native, security, code-audit",与Glasswing等效仅挑战目标，未证实；未执行。,README network ReAct、human gate、persistent graph。,1070,,,,,,,,,,False,
194,6276,vstorm-co/pydantic-deepagents,Pydantic Deep Agents,https://github.com/vstorm-co/pydantic-deepagents,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A Python agent framework and terminal assistant with reusable execution capabilities.,团队可复用类型化工具、审批和任务编排构建内部代理。,"ai-native, python, agent-framework",无限context/100%类型安全为宣传，judge合并不保证正确；agent team非多人。,READMEcreate_deep_agent、forking、memory与capabilities。,1068,,,,,,,,,,False,
195,6271,agents-flex/agents-flex,Agents Flex,https://github.com/agents-flex/agents-flex,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,"A modular Java AI framework with durable agents, RAG, and controlled SQL tools.",Java团队可复用模型路由、审批、恢复及租户查询检查。,"ai-native, java, agent-framework",隔离依配置与扩展，生产特性未测。,README runtime/OTel、Text2SQL只读/参数/LIMIT。,1068,,,,,,,,,,False,
196,6295,ongridio/ongrid,Ongrid,https://github.com/ongridio/ongrid,保留待深核,有进一步审阅价值；本批未完成当前状态与许可补查，保留后续处理。,"An operations agent combining observability, topology, and messaging workflows.",运维团队可从Slack/Telegram调查告警并通过写入门审批变更。,"ai-native, devops, incident-management",AGPL；自动根因/修复效果未验证，生产操作未执行。,README RCA、audit、edge和Approval Gate。,1064,,,,,,,,,,False,
197,6325,denoland/clawpatrol,Claw Patrol,https://github.com/denoland/clawpatrol,工程组件另列,团队价值主要通过集成或部署实现；适合工程组件栏目。,A policy gateway gating agent actions at protocol boundaries.,团队可用HCL规则限制SQL/K8s/HTTP并接人工审批。,"ai-native, security, governance",仅覆盖解析协议与经网关流量，非所有代理操作防护。,READMEwire facts、CEL和pre-action。,1058,,,,,,,,,,False,
198,6348,wu-yc/LabClaw,LabClaw,https://github.com/wu-yc/LabClaw,方法技能另列,团队价值主要来自共享流程、规范或技能；单列实践资料，不优先作为多人产品。,A modular skill library for scientific and laboratory research workflows.,研究团队可共享领域工具使用与产物规范。,"ai-native, skills, research",不是完整LabOS或实验设备控制平台；生物医学输出需专家审核。,README240skills、drylab/protocol与模块库。,1052,,,,,,,,,,False,
199,6360,fuyuxiang/echo-agent,Echo Agent,https://github.com/fuyuxiang/echo-agent,团队直接性不足,现有证据主要是个人工具、产物交接或代理编排；暂不优先作为真人协作产品。,"A persistent self-hosted agent with shared memory, channels, and tool review.",团队可用IM入口交付定时任务并审计高风险动作。,"ai-native, chatops, automation",gateway仅loopback；off策略会关闭审批，非默认组织权限平台。,README14channels、候选技能评测回滚、审批策略。,1049,,,,,,,,,,False,
200,6359,codewithMUHILAN/Lightswind-UI-Library,Lightswind UI,https://github.com/codewithMUHILAN/Lightswind-UI-Library,商业或许可边界待核,需厘清版本、许可或托管服务边界；保留候选，不直接排除。,React source components with CLI and MCP delivery for coding agents.,前端团队可复用一致组件并共享Pro授权接入。,"ui-components, mcp, react",Pro块/模板独立收费，世界首创比较不采信。,README raw source、MCP、team key。,1049,,,,,,,,,,False,
