rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested
170,5103,tavily-ai/tavily-python,Tavily Python SDK,https://github.com/tavily-ai/tavily-python,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A Python client for web search, extraction, crawling, mapping, and research APIs.",团队可在研究代理中统一信息采集接口及企业代理会话。,"search, research, sdk",keyless 仅 search/extract 且限流；SDK 不等于检索服务自托管。,README search/extract/crawl/map/research 与自定义 HTTP session。,1403,,,,,,,,,,False
171,5197,ThousandBirdsInc/chidori,Chidori,https://github.com/ThousandBirdsInc/chidori,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"An agent runtime with recorded host calls, checkpoints, and replayable execution.",工程团队可复核模型/工具调用，并在 CI 重放与恢复长流程。,"ai-native, agent-runtime, reproducibility",字节相同回放使用已记录结果，不证明重新执行模型确定性；外部副作用需配置。,README 持久运行、host calls、resume、人工暂停。,1364,,,,,,,,,,False
172,5367,cased/kit,Kit Code Intelligence,https://github.com/cased/kit,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A toolkit for repository mapping, multi-repo search, and AI-assisted PR review.",研发团队可统一跨仓上下文、依赖分析和变更摘要。,"ai-native, code-intelligence, code-review",组件需集成模型/权限，production-ready未经部署实测。,README MultiRepo、CLI/MCP/REST和PR review。,1311,,,,,,,,,,False
173,5416,SmythOS/sre,Smyth Runtime Environment,https://github.com/SmythOS/sre,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"An agent runtime and SDK abstracting models, storage, tools, and resource access.",平台团队可复用统一资源接口与生命周期管理。,"ai-native, agent-runtime, sdk",OS比喻不等于实际操作系统沙箱；视觉Studio另仓。,README Kernel/SDK/CLI、访问控制与observability。,1293,,,,,,,,,,False
174,5464,strands-agents/tools,Strands Agents Tools,https://github.com/strands-agents/tools,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Reusable tools for Strands agents covering data, files, APIs, and memory.",开发团队可统一代理工具实现，减少重复集成。,"ai-native, agent-tools, sdk",Slack工具已标deprecated；工具集合不等于安全执行环境，需按工具权限配置。,README 工具集合、memory、HTTP、文件与系统。,1277,,,,,,,,,,False
175,5500,kubeai-project/kubeai,KubeAI,https://github.com/kubeai-project/kubeai,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"A Kubernetes operator for model inference, scaling, routing, and caching.",平台团队可统一提供LLM、embedding、rerank和语音服务。,"inference, kubernetes, ai-infrastructure",操作层不同于其依赖vLLM/Ollama；需集群与模型许可。,README scale-to-zero、LoRA、modelcache和事件集成。,1266,,,,,,,,,,False
176,5613,Scale3-Labs/langtrace,Langtrace,https://github.com/Scale3-Labs/langtrace,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"An observability platform for LLM calls, retrieval, latency, and costs.",AI工程团队统一排障和用量分析。,"llmops, observability, cost-management",应用AGPL、SDK Apache；语义约定仍演进。,README OTel、实时监控、自托管和analytics。,1232,,,,,,,,,,False
177,5639,Arize-ai/openinference,OpenInference,https://github.com/Arize-ai/openinference,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Tracing conventions and instrumentation for AI applications on OpenTelemetry.,平台团队统一模型、检索和工具轨迹，接入兼容后端。,"observability, llmops, opentelemetry",并非完整观测UI，需后端与数据采集配置。,README标准、plugins、多语言instrumentation。,1225,,,,,,,,,,False
178,5699,sentient-agi/EvoSkill,EvoSkill,https://github.com/sentient-agi/EvoSkill,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,A toolkit for generating and improving agent skills through held-out evaluations.,工程团队可比较技能/提示变体并保留效果依据。,"ai-native, skills, evaluation",优化依赖代表性评测集，不能保证业务外推效果。,README联合mutation、held-out data、多harness。,1211,,,,,,,,,,False
179,5701,vercel-labs/workflow-builder-template,AI Workflow Builder Template,https://github.com/vercel-labs/workflow-builder-template,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,"A visual automation template with AI generation, TypeScript export, and real integrations.",团队可从Slack/Linear等连接与可审阅代码开始搭建流程。,"ai-native, workflow, starter-kit",模板依赖Vercel/Neon/模型服务；认证不是完整团队授权。,README ReactFlow、WorkflowDevKit、BetterAuth和logs。,1210,,,,,,,,,,False
180,5706,aegra/aegra,Aegra,https://github.com/aegra/aegra,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A self-hosted LangGraph deployment server with PostgreSQL persistence and human review.,平台团队可在自有环境提供代理会话和恢复API。,"ai-native, deployment, self-hosted",兼容性未实测，竞品价格为历史比较；不是LangSmith所有功能替代。,README LangGraphSDK兼容、SSEv2和HITL。,1208,,,,,,,,,,False
181,5720,langchain-ai/openevals,OpenEvals,https://github.com/langchain-ai/openevals,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Reusable evaluators for testing and comparing LLM application outputs.,团队可共用质量规则并补充业务专属评测。,"evaluation, llmops, testing",模型judge可能偏差；代理专属eval另仓。,README评测package、Python/TS与多模态evaluators。,1204,,,,,,,,,,False
182,5828,laravel/ai,Laravel AI SDK,https://github.com/laravel/ai,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A unified Laravel API for agents, structured output, media, and embeddings.",PHP团队可用框架一致接口复用AI组件。,"ai-native, php, sdk",SDK不含托管模型或成员治理。,README providers、tools、音视频和vector。,1179,,,,,,,,,,False
183,5834,vuepont/ai-elements-vue,AI Elements Vue,https://github.com/vuepont/ai-elements-vue,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Reusable Vue components for AI chat, tools, and confirmation interfaces.",前端团队可统一AI交互设计。,"ai-native, vue, ui-components",审批UI不等于后端权限执行，需AI SDK和shadcn-vue。,README conversations、messages、confirmation与CLI。,1178,,,,,,,,,,False
184,5836,ref-tools/ref-tools-mcp,Ref MCP,https://github.com/ref-tools/ref-tools-mcp,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,An MCP interface for focused developer-documentation search.,团队可向编码代理提供API/库文档上下文。,"mcp, documentation, developer-tools",需Ref服务key，源码接入不等于全检索后端开放。,README search/read与托管endpoint。,1177,,,,,,,,,,False
185,5872,cloudflare/ai,Cloudflare AI Packages,https://github.com/cloudflare/ai,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Provider adapters and examples for AI applications on Cloudflare.,JS团队可复用WorkersAI/Gateway/Search接入。,"llm, sdk, cloudflare",resumable streaming文档仍coming soon；云服务另计费。,README VercelAI/TanStack providers。,1167,,,,,,,,,,False
186,5890,i-am-bee/agentstack,Agent Stack,https://github.com/i-am-bee/agentstack,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Infrastructure for exposing agents as services with routing, storage, and authentication.",平台团队可统一A2A代理部署和应用接入。,"ai-native, deployment, agent-infrastructure",部署即用宣传未实测；不同于其他同名AgentStack。,READMEHTTP services、LLM routing/vector/auth/file。,1161,,,,,,,,,,False
187,5953,cloudflare/artifact-fs,ArtifactFS,https://github.com/cloudflare/artifact-fs,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A Git-backed FUSE filesystem with on-demand content loading for agent environments.,平台团队可减少沙箱/CI启动时完整克隆开销。,"ai-infrastructure, filesystem, git",Beta，需系统FUSE；Cloudflare Artifacts是独立服务。,README lazy hydration、普通git仓与FUSE。,1146,,,,,,,,,,False
188,5983,platonai/Browser4,Browser4,https://github.com/platonai/Browser4,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A browser automation engine combining agents, deterministic extraction, and learned selectors.",数据与自动化团队可复用抓取/提取流程与MCP入口。,"ai-native, browser-automation, data-extraction",高访问量/稳定性未测试，零token仅部分确定性提取路径。,READMERustCLI、X-SQL、WebMiner和batch。,1139,,,,,,,,,,False
189,5996,mongodb-js/mongodb-mcp-server,MongoDB MCP Server,https://github.com/mongodb-js/mongodb-mcp-server,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,An official MCP interface for MongoDB and Atlas operations.,数据库团队可统一代理查询与管理工具。,"mcp, mongodb, data-access",含删除/变更工具，需最小权限；托管与自建接入分开，未执行。,README官方本地/AtlasOAuth插件和操作目录。,1134,,,,,,,,,,False
190,6001,fixie-ai/ai-jsx,AI JSX,https://github.com/fixie-ai/ai-jsx,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A JavaScript framework for composable prompts, tools, and generative interfaces.",前端团队复用提示/React组件来构建AI体验。,"ai-native, javascript, generative-ui",框架示例较早，兼容性需验证，非多人协作服务。,README JSX、documentQA、streaming和dynamicUI。,1132,,,,,,,,,,False
191,6002,machinepulse-ai/world2agent,World2Agent,https://github.com/machinepulse-ai/world2agent,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,A protocol and sensor interfaces for structured real-world agent observations.,工程团队可复用统一传感schema与接入方式。,"ai-native, protocol, iot",明确非完整产品，设备与数据可信度需验证。,README open protocol、first sensors。,1132,,,,,,,,,,False
192,6038,vndee/llm-sandbox,LLM Sandbox,https://github.com/vndee/llm-sandbox,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A code-execution layer with container backends, policies, and MCP access.",团队可统一模型代码运行的资源与网络限制。,"ai-native, sandbox, security",隔离依后端/挂载/privilege配置，不能保证完全安全。,README Docker/K8s/Podman、CPU/time/network与MCP。,1123,,,,,,,,,,False
193,6058,vamplabAI/sgr-agent-core,SGR Agent Core,https://github.com/vamplabAI/sgr-agent-core,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,A schema-guided framework and API for research agents.,工程团队可复用搜索、澄清和结构化执行接口。,"ai-native, research, agent-framework",production-ready未验证，schema不保证推理正确。,README BaseAgent、两阶段架构、SSE/REST。,1118,,,,,,,,,,False
194,6061,TencentCloudBase/CloudBase-AI-Toolkit,CloudBase AI Toolkit,https://github.com/TencentCloudBase/CloudBase-AI-Toolkit,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目，不作为多人产品优先推荐。,"CloudBase plugins, skills, and MCP tools for AI-assisted backend development.",应用团队可统一数据库、函数、存储与部署工作流。,"ai-native, mcp, cloud-development",需云账号/服务费用，工具可改资源；未执行部署。,README integration层、cloud API、权限与发布工具。,1117,,,,,,,,,,False
195,6107,prehisle/relay-pulse,Relay Pulse,https://github.com/prehisle/relay-pulse,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,A monitoring service checking LLM availability through real API responses.,团队可比较供应商可用率、延迟和错误。,"llmops, monitoring, observability",产生调用成本；探测不是模型身份或服务合法性认证。,README定时真实token探测、内容校验、heatmap与PG。,1107,,,,,,,,,,False
196,6231,open-webui/openapi-servers,OpenAPI Tool Servers,https://github.com/open-webui/openapi-servers,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,Reference servers exposing tools and data to agents through OpenAPI.,集成团队可复用标准REST工具服务模式。,"agent-tools, openapi, reference-implementation",OpenAPI本身不自动带认证或安全，例子需加固。,README FastAPI参考实现、filesystem等。,1077,,,,,,,,,,False
197,6265,dynamiq-ai/dynamiq,Dynamiq,https://github.com/dynamiq-ai/dynamiq,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,An orchestration framework for RAG and LLM agents.,工程团队可复用模型flow、异步代理和执行工具。,"ai-native, agent-framework, rag",沙箱能力由外部服务提供，非开箱团队治理。,README agents/RAG、E2B/Daytona/AgentCore。,1069,,,,,,,,,,False
198,6283,kernel/kernel-images,Kernel Images,https://github.com/kernel/kernel-images,团队直接性不足,当前证据更偏个人工具、代理编排或产物交接，暂不优先作为真人团队产品。,"Browser images for isolated automation, live monitoring, and session replay.",平台团队可复用网页代理测试环境。,"browser-automation, sandbox, ai-infrastructure",镜像不是完整Kernel托管服务，隔离随后端。,README Docker/Unikraft、CDP、liveview和replays。,1066,,,,,,,,,,False
199,6318,PatterAI/Patter,Patter SDK,https://github.com/PatterAI/Patter,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A voice-agent SDK with configurable models, speech providers, and telephony.",通信团队可共用呼叫状态/hooks并模拟测试。,"voice-agents, telephony, sdk",需运营商/模型服务，SDK不含免费电话网络。,READMEPython/TS、三语音模式和local simulation。,1060,,,,,,,,,,False
200,6330,us/crw,fastCRW,https://github.com/us/crw,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目，不作为即用团队产品优先推荐。,"A local crawler and managed API for search, scraping, and structured extraction.",数据团队可复用代理内容采集入口。,"data-extraction, mcp, agent-tools",本地与Cloud能力/额度分开；采集稳定和授权需按目标。,README Rust、Markdown/JSON与MCP注册。,1058,,,,,,,,,,False
